name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Frankly,Mobile,600000,operating,USA,CA,San Francisco,1,Matrix Partners:600000,1,-,-,-,-,-,0,-,San Francisco,2011,38.96215:-76.839204,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Jamanimal,Services,600000,operating,USA,TN,Nashville,1,Motor City Investments:600000,1,-,-,-,-,-,0,-,Davidson,2014,37.742264:-121.132159,1,US,1567267624,61,36.16,-86.77,87.01,3.33
Bib + Tuck,Services,600000,operating,USA,NY,New York,1,Christopher Burch:600000,1,-,-,-,-,-,0,-,New York,2012,33.050769:-96.747944,1,US,1567267785,47,40.73,-73.99,80.01,7.31
VidAngel,Services,600000,operating,USA,CA,Palo Alto,2,Alta Ventures Mexico:600000|Kickstart Seed Fund:600000,2,-,-,-,-,-,0,-,Santa Clara,2013,37.727239:-123.032229,20,US,1567267506,77,37.44,-122.16,71.01,3.36
TrustCloud,Services,600000,operating,USA,CA,San Francisco,2,500 Startups:100000|Vaux les Ventures:500000,2,-,-,-,-,-,0,-,San Francisco,2009,29.472403:-98.525142,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Descendent Studios,Software,600000,operating,USA,TX,Austin,1,Kickstarter:600000,1,-,-,-,-,-,0,-,Travis,2015,40.664274:-73.9385,75,US,1567267502,62,30.27,-97.74,89.01,5.82
"Armory Technologies, Inc.",Software,600000,operating,USA,MD,Baltimore,1,Jim Smith:600000|Kevin Bombino:600000|Trace Mayer:600000,3,-,-,-,-,-,0,-,Baltimore City,2011,32.972291:-96.708069,1,US,1567267458,45,39.29,-76.61,84.99,6.93
StoryCorps,Software,600000,operating,USA,NY,Brooklyn,1,John S. and James L. Knight Foundation:600000,1,-,-,-,-,-,0,-,Kings,2003,-1,75,US,1567267517,60,41.44,-81.74,72,10.29
ZimpleMoney,Software,600000,operating,USA,CA,Costa Mesa,1,Scott McGarrigle:600000|Steven Rabago:600000,2,-,-,-,-,-,0,-,Orange,2008,37.727239:-123.032229,90,US,1567267594,78,33.66,-117.9,75.99,5.82
Dakwak,Software,600000,operating,USA,CA,Mountain View,1,500 Startups:600000|DASH Ventures:600000|MVI (MENA Venture Investments):600000|Oasis 500:600000|Silicon Badia:600000|Georges Harik:600000,6,-,-,-,-,-,0,-,Santa Clara,2010,40.664274:-73.9385,1,US,1567267588,82,37.39,-122.08,71.01,2.44
spotdock,Software,600000,closed,USA,NY,New York,1,"9mmedia, LLC:600000|Chiron Partners, LLC:600000",2,-,-,-,-,-,0,-,New York,2011,37.866702:-122.299066,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Lumiary,Software,600000,operating,USA,VA,Richmond,2,80Amps:100000|New Richmond Ventures:100000,2,-,-,-,-,-,0,-,Fairfax,2014,32.8153:-117.134993,20,US,1567267813,77,37.94,-122.35,70,3.36
Chapman Instruments,Software,600000,operating,USA,NY,Rochester,1,Advantage Capital Partners:600000,1,-,-,-,-,-,0,-,Monroe,1989,37.399782:-122.142776,75,US,1567267670,48,44.02,-92.46,69.01,9.17
LIA,Software,600000,operating,USA,CA,San Diego,1,Analytics Ventures:600000|La Costa Investment Group:600000,2,-,-,-,-,-,0,-,San Diego,2012,38.037658:-78.485381,90,US,1567267821,78,32.72,-117.16,73.99,3.36
Appbistro,Software,600000,closed,USA,CA,San Francisco,2,500 Startups:600000|Base Ventures:600000|Sand Hill Angels:600000|Seraph Group:600000|Zelkova Ventures:600000|Alfred Lin:600000|Erik Moore:600000|Tom McInerney:600000,8,-,-,-,-,-,0,-,San Francisco,2010,29.472403:-98.525142,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Built.io,Software,600000,operating,USA,CA,San Francisco,1,Neha Sampat:600000|Nishant Patel:600000,2,-,-,-,-,-,0,-,San Francisco,2013,41.837551:-87.681844,20,US,1567267822,77,37.78,-122.42,69.01,3.36
GranData,Software,600000,operating,USA,CA,San Francisco,2,NXTP Labs:600000,1,-,-,-,-,-,0,-,San Francisco,2012,42.383037:-83.102237,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Hug Energy,Software,600000,closed,USA,CA,San Francisco,1,AngelPad:600000,1,-,-,-,-,-,0,-,San Francisco,2009,40.664274:-73.9385,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Luxr,Software,600000,operating,USA,CA,San Francisco,1,500 Startups:600000|Idealab:600000|VegasTechFund:600000|Mitchell Kapor:600000,4,-,-,-,-,-,0,-,San Francisco,2010,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Efficiency Exchange,Software,600000,operating,USA,VA,Sandston,1,Wilson Sonsini Goodrich & Rosati:600000|Neil Kataria:600000|Sheeraz Haji:600000,3,-,-,-,-,-,0,-,Henrico,2012,39.984799:-82.985044,1,US,1567267824,40,37.52,-77.32,90,3.36
Mobiscope,Software,600000,operating,USA,NJ,Tenafly,2,SHAPE:500000|Igor Berezovsky:100000,2,-,-,-,-,-,0,-,Bergen,2012,47.597839:-122.156489,1,US,1567267843,47,40.93,-73.96,80.01,7.31
BuzzStarter,Software,600000,operating,USA,CA,Union City,4,Streamlined Ventures:600000.0,1,-,-,-,-,-,0,-,Alameda,2006,40.664274:-73.9385,1,US,1567267848,66,36.42,-89.06,84.2,3.36
e-Chromic Technologies,Technology,600000,operating,USA,CO,Boulder,2,Amplifier Venture Partners:600000,1,-,-,-,-,-,0,-,Boulder,2011,37.296867:-121.819306,1,US,1567267435,64,40.02,-105.27,75,4.72
Actinobac Biomed,Technology,600000,operating,USA,NJ,Brunswick,2,Foundation Venture Capital Group:600000.0,1,-,-,-,-,-,0,-,Middlesex,2009,42.388921:-71.242268,75,US,1567267692,60,41.25,-81.83,73,10.29
Bioniz,Technology,599205,operating,USA,CA,Irvine,1,Signatures Capital:599205|Bobby Yazdani:599205,2,-,-,-,-,-,0,-,Orange,2009,37.727239:-123.032229,90,US,1567267663,78,33.69,-117.83,75.99,5.82
InquisitHealth,Health,597001,operating,USA,NJ,Hackensack,2,Hudson River Capital Partners:597001,1,-,-,-,-,-,0,-,Bergen,2011,40.169853:-105.101841,1,US,1567267516,47,40.89,-74.04,79,7.45
Exploride,Manufacturing,596301,operating,USA,MD,Columbia,2,Product Crowdfunding:70000|Project Guerrilla:70000|Startup Village:70000|Rajeev Krishnan:70000|Shahid Mohamed:70000|Shahid Mohammed:70000,6,-,-,-,-,-,0,-,Howard,2014,40.439753:-79.976592,90,US,1567267685,88,38.95,-92.33,68,5.82
Stirplate.io,Software,595000,operating,USA,NY,New York,2,Blueprint Health:20000|Hudson River Capital Partners:575000,2,-,-,-,-,-,0,-,New York,2013,43.169927:-77.616891,1,US,1567267785,47,40.73,-73.99,80.01,7.31
MedWhat,Software,590000,operating,USA,CA,Mountain View,3,Stanford University:560000|StartCaps Ventures:560000|Daniel Michel:560000|Howard Wendy:560000,4,-,-,-,-,-,0,-,Santa Clara,2010,37.727239:-123.032229,1,US,1567267588,82,37.39,-122.08,71.01,2.44
Given Goods,Finance,588000,operating,USA,CO,Boulder,3,Techstars:218000,1,-,-,-,-,-,0,-,Boulder,2012,37.727239:-123.032229,1,US,1567267435,64,40.02,-105.27,75,4.72
Fitly,Health,585000,operating,USA,PA,Philadelphia,4,Ben Franklin Technology Partners of Southeastern Pennsylvania:150000|DreamIt Ventures:50000|Independence Blue Cross:50000|Penn Medicine:50000|Venturef0rth:50000,5,-,-,-,-,-,0,-,Philadelphia,2011,41.837551:-87.681844,75,US,1567267685,44,39.95,-75.16,82.4,9.17
NotaryCam,Services,585000,operating,USA,VA,Alexandria,1,REach:585000,1,-,-,-,-,-,0,-,Loudoun,2012,40.664274:-73.9385,1,US,1567267670,45,38.81,-77.05,84.99,6.93
Epic Playground,Software,585000,operating,USA,CO,Boulder,2,DFJ Mercury:585000,1,-,-,-,-,-,0,-,Boulder,2009,30.307182:-97.755996,1,US,1567267435,64,40.02,-105.27,75,4.72
Orderlord,Services,580127,operating,USA,NY,Long Island City,3,Neulogy Ventures:259039|Wayra:321088.0,2,-,-,-,-,-,0,-,Queens,2014,40.027443:-105.25174,1,US,1567267763,47,40.74,-73.95,80.01,7.31
CreditPing.com,Finance,580000,operating,USA,CA,Los Angeles,1,Allen Debevoise:580000|Allen DeBevoise:580000|Mitch Rubin:580000|Peter Bordes:580000|Todd Goergen:580000|William Lighten:580000,6,-,-,-,-,-,0,-,Los Angeles,2009,37.399364:-122.079517,1,US,1567267506,69,34.05,-118.24,77,3.58
Beekeeper Data,Software,580000,operating,USA,WI,Madison,2,BrightStar Wisconsin Foundation:560000|gener8tor:20000|Serra Ventures:560000|Wisconsin Investment Partners:560000,4,-,-,-,-,-,0,-,Dane,2014,30.307182:-97.755996,1,US,1567267733,52,43.07,-89.38,70,12.75
EastMeetEast,Software,580000,operating,USA,NY,New York,1,DeNA Global:580000,1,-,-,-,-,-,0,-,New York,2013,40.439753:-79.976592,1,US,1567267785,47,40.73,-73.99,80.01,7.31
PassbeeMedia,Software,580000,operating,USA,TX,Plano,1,Silver Linings Venture Capital:580000,1,-,-,-,-,-,0,-,Collin,2013,37.479736:-122.148097,75,US,1567267508,83,33.01,-96.69,80.01,5.82
Fondu,Software,575000,acquired,USA,NY,New York,1,Blazer Ventures:575000|Eniac Ventures:575000|Harbor Road Ventures:575000|NYU Innovation Venture Fund:575000|Lawrence Lenihan:575000|Zach Aarons:575000,6,Airbnb,Hotels|Travel,USA,CA,San Francisco,575000,USD,New York,2010,37.399782:-122.142776,1,US,1567267785,47,40.73,-73.99,80.01,7.31
TalentIQ,Software,575000,operating,USA,CA,San Francisco,4,Acceleprise San Francisco:50000|Acceleprise Ventures:50000,2,-,-,-,-,-,0,-,San Francisco,2015,35.980964:-78.905647,20,US,1567267822,77,37.78,-122.42,69.01,3.36
AutoBike,Manufacturing,573000,operating,USA,MI,Troy,6,Ann Arbor SPARK:250000|Betaspring:16000,2,-,-,-,-,-,0,-,Oakland,2011,37.727239:-123.032229,1,US,1567267661,43,42.73,-73.69,73.99,16.11
QuadWrangle,Management,570500,operating,USA,MA,Boston,3,Gardner Prescott:400000|LearnLaunchX:18000|Bill Collatos:400000|Bill Ryan:400000|Conor Daly:152500|Conrad Kozak:400000|James Stuart:152500|Jean Hammond:152500|Jeff Baetz:152500|Saleh Daher:152500|Tom Basile:152500,11,-,-,-,-,-,0,-,Suffolk,2011,42.33196:-71.020173,2,US,1567267440,46,42.36,-71.06,78.01,9.17
mascotsecret,Entertainment,570000,operating,USA,OH,Cleveland,3,Toba Capital:510000,1,-,-,-,-,-,0,-,Cuyahoga,2012,37.495519:-122.26681,75,US,1567267702,60,41.51,-81.69,72,10.29
CaseRails,Management,570000,operating,USA,NY,New York,2,NYC Seed:20000,1,-,-,-,-,-,0,-,New York,2013,-1,1,US,1567267785,47,40.73,-73.99,80.01,7.31
BookaLokal,Services,569000,operating,USA,NY,New York,4,Entrepreneurs Roundtable Accelerator:40000|Prosper:200000,2,-,-,-,-,-,0,-,New York,2012,-1,1,US,1567267785,47,40.73,-73.99,80.01,7.31
ED01,Entertainment,565000,operating,USA,NY,New York,1,Boxee:565000|High Line Venture Partners:565000|Sterling Equities:565000|SV Angel:565000|Alex Zubillaga:565000|David Tisch:565000|Kal Vepuri:565000,7,-,-,-,-,-,0,-,New York,2011,37.436611:-121.891322,1,US,1567267785,47,40.73,-73.99,80.01,7.31
sickweather,Mobile,565000,operating,USA,MD,Baltimore,3,FG Angels:350000|Marc Bell Ventures:350000|Sprint Nextel:120000|Techstars:120000,4,-,-,-,-,-,0,-,Baltimore City,2011,37.727239:-123.032229,1,US,1567267458,45,39.29,-76.61,84.99,6.93
Eclips,Software,565000,operating,USA,MA,Boston,3,Veritas Ventures Fund:35000,1,-,-,-,-,-,0,-,Suffolk,2013,37.367422:-122.139319,2,US,1567267440,46,42.36,-71.06,78.01,9.17
Treedom,Software,565000,operating,USA,CA,Santa Monica,2,Bill & Melinda Gates Foundation:500000|Rockefeller Foundation:500000|Carlo Volpi:65000,3,-,-,-,-,-,0,-,Los Angeles,2010,29.780472:-95.386342,1,US,1567267826,69,34.02,-118.49,78.01,3.58
Guest of a Guest,Entertainment,560000,operating,USA,NY,New York,1,LaunchTime:560000|Gregory Schnackel:560000|Jared Hecht:560000|Michael Walrath:560000|Steve Martocci:560000,5,-,-,-,-,-,0,-,New York,2008,42.388921:-71.242268,1,US,1567267785,47,40.73,-73.99,80.01,7.31
"Rexante, LLC",Finance,560000,operating,USA,CA,Palo Alto,3,Leshinsky Finance LLC:25000,1,-,-,-,-,-,0,-,Santa Clara,2010,34.019394:-118.410825,20,US,1567267506,77,37.44,-122.16,71.01,3.36
ChickRx,Health,560000,operating,USA,CA,San Francisco,3,Rock Health:560000.0,1,-,-,-,-,-,0,-,San Francisco,2010,37.761542:-121.937694,20,US,1567267822,77,37.78,-122.42,69.01,3.36
LocalMed,Software,560000,operating,USA,LA,Baton Rouge,1,Keith English:560000|Marty Chabert:560000,2,-,-,-,-,-,0,-,East Baton Rouge Parish,2012,30.307182:-97.755996,1,US,1567267621,66,30.45,-91.15,91.4,5.82
Docalytics,Software,560000,operating,USA,MN,Saint Paul,2,Matchstick Ventures:540000|CSA Partners LLC:540000|gener8tor:560000.0|SeedInvest:20000|Tycoons Venture Capital:20000,5,-,-,-,-,-,0,-,Ramsey,2012,40.350461:-74.659371,90,US,1567267820,63,44.95,-93.1,66.99,11.41
Funnely,Marketing,555000,operating,USA,CA,Mountain View,2,500 Startups:278000|Leanbirds:278000|NXTP Labs:278000|Shawn Byers:278000,4,-,-,-,-,-,0,-,Santa Clara,2013,30.307182:-97.755996,1,US,1567267588,82,37.39,-122.08,71.01,2.44
Blinkbuggy,Entertainment,553000,operating,USA,NY,New York,2,Entrepreneurs Roundtable Accelerator:40000,1,-,-,-,-,-,0,-,New York,2013,40.664274:-73.9385,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Dinamundo,Software,552000,closed,USA,CA,San Francisco,1,True Ventures:552000,1,-,-,-,-,-,0,-,San Francisco,2012,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Switchboard,Communication,550000,operating,USA,OR,Portland,3,Collaborative Fund:530000|PIE:20000,2,-,-,-,-,-,0,-,Clackamas,2012,-1,75,US,1567267534,55,27.88,-97.32,91.4,8.05
Clay.io,Entertainment,550000,operating,USA,CA,San Francisco,1,Chukong Technologies:550000|DeNA:550000,2,-,-,-,-,-,0,-,San Francisco,2012,25.775163:-80.208615,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Peach,Finance,550000,operating,USA,MD,Baltimore,3,Boomtown Accelerator:500000|HiPark:50000,2,-,-,-,-,-,0,-,Baltimore City,2014,26.372855:-80.106292,1,US,1567267458,45,39.29,-76.61,84.99,6.93
Bravo,Finance,550000,operating,USA,AZ,Phoenix,1,Hector Rodriguez:550000|Maria Luna:550000,2,-,-,-,-,-,0,-,Maricopa,2014,37.727239:-123.032229,75,US,1567267578,41,33.45,-112.08,93.99,5.82
Real Food Blends,Food,550000,operating,USA,IL,Chicago,1,"Emagen Investment Group, Inc.:550000|Amanda Lannert:550000|Anthony Saleh:550000|Jeff Cantalupo:550000|Lon Chow:550000|Matt Spiegel:550000|Michael Katz:550000|Rick Poulton:550000",8,-,-,-,-,-,0,-,Cook,2012,37.399782:-122.142776,40,US,1567267448,52,41.88,-87.62,72,14.99
Cirrus Insight,Hardware,550000,operating,USA,CA,Irvine,1,DOT Capital:550000,1,-,-,-,-,-,0,-,Orange,2011,33.500581:-117.654433,90,US,1567267663,78,33.69,-117.83,75.99,5.82
ActualMeds,Health,550000,operating,USA,CT,East Hartford,2,Connecticut Innovations:400000|Vineyard Point Associates:400000,2,-,-,-,-,-,0,-,Hartford,2009,37.232976:-121.951066,1,US,1567267716,38,41.78,-72.61,78.01,10.29
Rivalry,Marketing,550000,operating,USA,GA,Atlanta,1,Atlanta Ventures:550000|BIP Capital:550000,2,-,-,-,-,-,0,-,Fulton,2013,37.727239:-123.032229,1,US,1567267668,51,33.75,-84.39,86,3.36
Adstrix,Marketing,550000,operating,USA,NH,Derry,1,Nielsen Innovate:550000,1,-,-,-,-,-,0,-,Rockingham,2011,37.727239:-123.032229,20,US,1567267713,40,42.88,-71.33,77,12.75
Furious,Marketing,550000,operating,USA,NY,New York,1,Laconia Ventures:550000|New York Venture Partners:550000|Nielsen Innovate:550000|On Grid Ventures LLC:550000,4,-,-,-,-,-,0,-,New York,2013,37.56031:-122.3106,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Bunndle,Marketing,550000,closed,USA,CA,Palo Alto,1,500 Startups:550000|SoftTech VC:550000|Ashvin Patel:550000|Larry Braitman:550000|Russell Siegelman:550000,5,-,-,-,-,-,0,-,Santa Clara,2010,47.178425:-122.285572,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Splurgy,Marketing,550000,operating,USA,CA,San Francisco,1,Ken Cron:550000|Kent Schoen:550000|Samer Hamadeh:550000,3,-,-,-,-,-,0,-,San Francisco,2011,42.383037:-83.102237,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Swyft,Mobile,550000,operating,USA,CA,San Francisco,1,Smokey Investments LP:550000|Bobby Brannigan:550000|Michael Leeman:550000|Raju Indukuri:550000|Vinny Lingham:550000,5,-,-,-,-,-,0,-,San Francisco,2014,41.823056:-71.418779,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Cangrade,Services,550000,operating,USA,MA,Cambridge,2,Techstars:500000|Semyon Dukach:50000|Sergey Gribov:500000|Victor Yablokov:500000,4,-,-,-,-,-,0,-,Middlesex,2011,37.981003:-122.50693,1,US,1567267602,53,41.3,-90.19,71.6,12.75
MOWGLI,Software,550000,operating,USA,GA,Atlanta,1,Beau King:550000|Bobbo Jetmundsen:550000|Brian Gately:550000|Dion DeLoof:550000|Geoff Meacham:550000|Kris Zagoria:550000|Margaret Marshall:550000|Mo Bunnell:550000|Paul Iaffaldano:550000|Scott Kriscovich:550000|Steve Hamilton:550000|Virginia Persons:550000,12,-,-,-,-,-,0,-,Fulton,2010,-1,1,US,1567267668,51,33.75,-84.39,86,3.36
Metago,Software,550000,operating,USA,GA,Marietta,1,Kii Capital:550000|Strive Capital:550000,2,-,-,-,-,-,0,-,Cobb,2000,37.727239:-123.032229,1,US,1567267486,51,33.95,-84.55,86,3.36
Hyperpot,Software,550000,operating,USA,NY,New York,2,Rhxo Technology Group:250000,1,-,-,-,-,-,0,-,New York,2008,37.727239:-123.032229,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Taiga.io,Software,550000,operating,USA,NY,New York,2,Enrique Posner:350000,1,-,-,-,-,-,0,-,New York,2014,37.866702:-122.299066,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Vital Art and Science,Software,550000,operating,USA,TX,Richardson,1,North Texas Angel Network:550000,1,-,-,-,-,-,0,-,Dallas,2006,37.655104:-122.376234,75,US,1567267648,83,32.95,-96.73,79,5.82
APPEK Mobile Apps,Software,550000,operating,USA,PA,Scranton,2,Christina Milian:500000|Kristopher B. Jones:50000|Larry English:500000,3,-,-,-,-,-,0,-,Lackawanna,2009,37.727239:-123.032229,1,US,1567267609,45,41.41,-75.66,73.99,6.93
Vero Analytics,Software,550000,operating,USA,VA,Vienna,1,Acceleprise Ventures:550000|LaunchCapital:550000,2,-,-,-,-,-,0,-,Fairfax,2014,37.727239:-123.032229,1,US,1567267850,62,37.42,-88.9,84.2,3.36
"LeadFerret, Inc.",Software,550000,operating,USA,CA,Woodland Hills,2,Redcrest Enterprises:300000|Stephen Adkins:300000,2,-,-,-,-,-,0,-,Los Angeles,2011,37.727239:-123.032229,5,US,1567267708,53,34.17,-118.61,79,1.16
Flytedesk,Marketing,548000,operating,USA,CO,Boulder,2,Techstars:548000|Chuck Porter:548000|Michael Shehan:548000|Steven B. Swoboda:548000,4,-,-,-,-,-,0,-,Boulder,2012,40.664274:-73.9385,1,US,1567267435,64,40.02,-105.27,75,4.72
Offline Media,Marketing,547500,operating,USA,NC,Raleigh,4,The Startup Factory:140000,1,-,-,-,-,-,0,-,Wake,2012,36.127949:-95.902316,1,US,1567267803,51,35.78,-78.64,89.01,3.36
NewsBasis,Services,545000,closed,USA,CA,San Francisco,1,Zelkova Ventures:545000|Darryl Siry:545000,2,-,-,-,-,-,0,-,San Francisco,2009,30.307182:-97.755996,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Seamless Planet,Travel,543889,operating,USA,CA,San Francisco,2,FounderFuel:43889,1,-,-,-,-,-,0,-,San Francisco,2014,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Flomio,Education,543000,operating,USA,FL,Miami Beach,2,Cloud Power Capital:525000|RMR Capital:525000|Techstars:543000.0|Clint Watson:525000|Matthew Lally:525000,5,-,-,-,-,-,0,-,Miami-dade,2011,37.589952:-122.363342,20,US,1567267486,46,45.45,-84.56,71.01,3.36
ECOSURG,Health,540000,operating,USA,TN,Memphis,5,Innova Memphis:490000.0|MB Venture Partners:490000.0,2,-,-,-,-,-,0,-,Shelby,2012,40.042061:-76.30099,100,US,1567267763,57,35.15,-90.05,86,2.64
Rockerbox,Marketing,540000,operating,USA,NY,New York,2,AlphaPrime Ventures:500000|Entrepreneurs Roundtable Accelerator:540000.0|Neu Venture Capital:500000|Alessandro Piol:500000|Boris Fridman:500000|Jerry Neumann:500000|Morgan Simonson:500000|Neil Mody:500000,8,-,-,-,-,-,0,-,New York,2013,37.399782:-122.142776,1,US,1567267785,47,40.73,-73.99,80.01,7.31
"Arcametrics Systems, Inc. (acquired by MediaMath 11/14)",Marketing,540000,operating,USA,NC,Raleigh,4,The Startup Factory:50000,1,-,-,-,-,-,0,-,Wake,2008,42.503227:-71.201713,1,US,1567267803,51,35.78,-78.64,89.01,3.36
OceanTailer,Services,540000,operating,USA,OH,Fairlawn,2,Gil Bar-Lev:100000,1,-,-,-,-,-,0,-,Summit,2014,40.24533:-111.644807,1,US,1567267722,56,41.13,-81.63,72,8.05
Downtown,Services,540000,operating,USA,CA,Palo Alto,3,Archimedes Labs:540000.0|InnoValley China:500000|Pulsar Venture Capital:500000|Pavel Serbajlo:500000|Phil Buckendorf:500000,5,-,-,-,-,-,0,-,Santa Clara,2013,34.039524:-117.608769,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Prizmiq,Software,540000,operating,USA,WA,Seattle,3,9Mile Labs:35000|Christine Day:300000|Gary Rubens:300000,3,-,-,-,-,-,0,-,King,2013,42.488659:-71.154425,1,US,1567267556,77,47.6,-122.33,66.99,5.82
Sensing Electromagnetic Plus,Hardware,535952,operating,USA,CA,Sunnyvale,2,Plug & Play Ventures:135952,1,-,-,-,-,-,0,-,Santa Clara,2013,37.385784:-122.026323,1,US,1567267839,82,37.37,-122.04,72,2.44
Loteda,Health,535000,operating,USA,OH,Cincinnati,3,CincyTech:10000,1,-,-,-,-,-,0,-,Hamilton,2013,34.00582:-118.396781,90,US,1567267621,64,39.1,-84.51,77,10.29
Zipari,Software,535000,operating,USA,NY,Brooklyn,2,Vertical Venture Partners:535000,1,-,-,-,-,-,0,-,Kings,2014,-1,75,US,1567267517,60,41.44,-81.74,72,10.29
LayerVault,Software,535000,operating,USA,NY,New York,1,Betaworks:535000|High Line Venture Partners:535000|SV Angel:535000,3,-,-,-,-,-,0,-,New York,2011,32.8153:-117.134993,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Corso,Software,530338,operating,USA,NY,New York,1,Midven:530338,1,-,-,-,-,-,0,-,New York,2009,42.307905:-71.436196,1,US,1567267785,47,40.73,-73.99,80.01,7.31
EDUonGo,Education,530000,operating,USA,WA,Bellevue,1,Circulus Education:530000,1,-,-,-,-,-,0,-,King,2012,37.727239:-123.032229,1,US,1567267660,77,47.61,-122.19,66.99,5.82
Play2Shop.com,Entertainment,525000,operating,USA,FL,Fort Lauderdale,3,CrunchFire Technologies/Ventures:200000,1,-,-,-,-,-,0,-,Broward,2013,40.664274:-73.9385,1,US,1567267572,62,26.12,-80.14,91,12.75
LeaseMaid,Finance,525000,operating,USA,IL,Chicago,2,Coolhouse Labs:525000.0,1,-,-,-,-,-,0,-,Cook,2013,42.33196:-71.020173,40,US,1567267448,52,41.88,-87.62,72,14.99
37coins,Finance,525000,operating,USA,CA,Sunnyvale,2,500 Startups:500000|Marc Bell Ventures:500000|Plug & Play Ventures:25000|Terrence Yang:500000,4,-,-,-,-,-,0,-,Santa Clara,2014,37.385784:-122.026323,1,US,1567267839,82,37.37,-122.04,72,2.44
Care Thread,Health,525000,operating,USA,RI,Providence,1,Betaspring:525000,1,-,-,-,-,-,0,-,Providence,2011,37.727239:-123.032229,75,US,1567267735,41,41.82,-71.41,79,9.17
Rank & Style,Manufacturing,525000,operating,USA,NY,New York,2,Plug & Play Ventures:25000|Simon Venture Group:25000,2,-,-,-,-,-,0,-,New York,2012,37.727239:-123.032229,1,US,1567267785,47,40.73,-73.99,80.01,7.31
